ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
SEN,Sud,2166823,Number of children 6-59 months tested using microscopy,470,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444011,1444400,Region,Sud,0,,0,1,MLPMALCNMM,SNDHS2010444011,2010-11,DHS,,808,,,
SEN,Ziguinchor,5871190,Number of children 6-59 months tested using microscopy,110,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444012,1444410,Region,..Ziguinchor,0,,0,1,MLPMALCNMM,SNDHS2010444012,2010-11,DHS,,172,,,1
SEN,Kolda (2005),6198550,Number of children 6-59 months tested using microscopy,361,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444013,1444420,Region,..Kolda (2005),0,,0,1,MLPMALCNMM,SNDHS2010444013,2010-11,DHS,,636,,,
SEN,..Sédhiou,7045857,Number of children 6-59 months tested using microscopy,132,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444014,1444430,Region,....Sédhiou,0,,0,1,MLPMALCNMM,SNDHS2010444014,2010-11,DHS,,291,,,1
SEN,..Kolda (2010),5193307,Number of children 6-59 months tested using microscopy,228,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444015,1444440,Region,....Kolda (2010),0,,0,1,MLPMALCNMM,SNDHS2010444015,2010-11,DHS,,345,,,1
SEN,Tambacounda (2005),4275838,Number of children 6-59 months tested using microscopy,239,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444019,1444480,Region,..Tambacounda (2005),0,,0,1,MLPMALCNMM,SNDHS2010444019,2010-11,DHS,,420,,,
SEN,..Kédougou,2181982,Number of children 6-59 months tested using microscopy,29,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444020,1444490,Region,....Kédougou,0,,0,1,MLPMALCNMM,SNDHS2010444020,2010-11,DHS,,124,,,1
SEN,..Tambacounda (2010),6676905,Number of children 6-59 months tested using microscopy,210,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_NMM,125136160,D,444021,1444500,Region,....Tambacounda (2010),0,,0,1,MLPMALCNMM,SNDHS2010444021,2010-11,DHS,,296,,,1
SEN,Nord et Est,3720475,Number of children 6-59 months tested using microscopy (unweighted),905,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444016,1444100,Region,Nord et Est,0,,0,1,MLPMALCUNM,SNDHS2010444016,2010-11,DHS,604,,,,
SEN,Saint Louis,2174999,Number of children 6-59 months tested using microscopy (unweighted),228,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444018,1444110,Region,..Saint Louis,0,,0,1,MLPMALCUNM,SNDHS2010444018,2010-11,DHS,224,,,,1
SEN,Louga,2180617,Number of children 6-59 months tested using microscopy (unweighted),300,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444009,1444120,Region,..Louga,0,,0,1,MLPMALCUNM,SNDHS2010444009,2010-11,DHS,273,,,,1
SEN,Matam,3154748,Number of children 6-59 months tested using microscopy (unweighted),257,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444017,1444130,Region,..Matam,0,,0,1,MLPMALCUNM,SNDHS2010444017,2010-11,DHS,142,,,,1
SEN,Ouest,2174879,Number of children 6-59 months tested using microscopy (unweighted),539,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNM,SNDHS2010444001,2010-11,DHS,1209,,,,
SEN,Dakar,2182006,Number of children 6-59 months tested using microscopy (unweighted),258,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444002,1444210,Region,..Dakar,0,,0,1,MLPMALCUNM,SNDHS2010444002,2010-11,DHS,761,,,,1
SEN,Thiès,3713690,Number of children 6-59 months tested using microscopy (unweighted),281,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444003,1444220,Region,..Thiès,0,,0,1,MLPMALCUNM,SNDHS2010444003,2010-11,DHS,448,,,,1
SEN,Centre,3119711,Number of children 6-59 months tested using microscopy (unweighted),1615,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444004,1444300,Region,Centre,0,,0,1,MLPMALCUNM,SNDHS2010444004,2010-11,DHS,1477,,,,
SEN,Diourbel,2963263,Number of children 6-59 months tested using microscopy (unweighted),319,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444005,1444310,Region,..Diourbel,0,,0,1,MLPMALCUNM,SNDHS2010444005,2010-11,DHS,441,,,,1
SEN,Fatick,3241107,Number of children 6-59 months tested using microscopy (unweighted),314,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444010,1444315,Region,..Fatick,0,,0,1,MLPMALCUNM,SNDHS2010444010,2010-11,DHS,242,,,,1
SEN,Kaolack (2005),2180602,Number of children 6-59 months tested using microscopy (unweighted),682,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444006,1444320,Region,..Kaolack (2005),0,,0,1,MLPMALCUNM,SNDHS2010444006,2010-11,DHS,521,,,,
SEN,..Kaffrine,2455823,Number of children 6-59 months tested using microscopy (unweighted),298,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444007,1444330,Region,....Kaffrine,0,,0,1,MLPMALCUNM,SNDHS2010444007,2010-11,DHS,186,,,,1
SEN,..Kaolack (2010),2250298,Number of children 6-59 months tested using microscopy (unweighted),384,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444008,1444340,Region,....Kaolack (2010),0,,0,1,MLPMALCUNM,SNDHS2010444008,2010-11,DHS,335,,,,1
SEN,Sud,2167017,Number of children 6-59 months tested using microscopy (unweighted),808,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444011,1444400,Region,Sud,0,,0,1,MLPMALCUNM,SNDHS2010444011,2010-11,DHS,470,,,,
SEN,Ziguinchor,3943290,Number of children 6-59 months tested using microscopy (unweighted),172,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444012,1444410,Region,..Ziguinchor,0,,0,1,MLPMALCUNM,SNDHS2010444012,2010-11,DHS,110,,,,1
SEN,Kolda (2005),2167000,Number of children 6-59 months tested using microscopy (unweighted),636,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444013,1444420,Region,..Kolda (2005),0,,0,1,MLPMALCUNM,SNDHS2010444013,2010-11,DHS,361,,,,
SEN,..Sédhiou,2647203,Number of children 6-59 months tested using microscopy (unweighted),291,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444014,1444430,Region,....Sédhiou,0,,0,1,MLPMALCUNM,SNDHS2010444014,2010-11,DHS,132,,,,1
SEN,..Kolda (2010),4202302,Number of children 6-59 months tested using microscopy (unweighted),345,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444015,1444440,Region,....Kolda (2010),0,,0,1,MLPMALCUNM,SNDHS2010444015,2010-11,DHS,228,,,,1
SEN,Tambacounda (2005),3374646,Number of children 6-59 months tested using microscopy (unweighted),420,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444019,1444480,Region,..Tambacounda (2005),0,,0,1,MLPMALCUNM,SNDHS2010444019,2010-11,DHS,239,,,,
SEN,..Kédougou,2182085,Number of children 6-59 months tested using microscopy (unweighted),124,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444020,1444490,Region,....Kédougou,0,,0,1,MLPMALCUNM,SNDHS2010444020,2010-11,DHS,29,,,,1
SEN,..Tambacounda (2010),2195787,Number of children 6-59 months tested using microscopy (unweighted),296,0,SN,Senegal,2010,SN2010DHS,ML_PMAL_C_UNM,125136170,U,444021,1444500,Region,....Tambacounda (2010),0,,0,1,MLPMALCUNM,SNDHS2010444021,2010-11,DHS,210,,,,1
SEN,Nord (>2010),140215,Malaria prevalence according to RDT,0.1,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_RDT,125136010,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCRDT,SNDHS2012444023,2012-13,DHS,1086,1260,0,0.3,1
SEN,Ouest,7416230,Malaria prevalence according to RDT,1.4,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2012444001,2012-13,DHS,1612,825,0,3,1
SEN,Centre (>2010),4029532,Malaria prevalence according to RDT,3,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_RDT,125136010,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCRDT,SNDHS2012444022,2012-13,DHS,1685,2093,1.4,4.7,1
SEN,Sud (>2010),1239894,Malaria prevalence according to RDT,10.3,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_RDT,125136010,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCRDT,SNDHS2012444024,2012-13,DHS,1012,1793,6.1,14.5,1
SEN,Nord (>2010),7424328,Number of children 6-59 months tested using RDT,1086,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMR,125136060,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMR,SNDHS2012444023,2012-13,DHS,,1260,,,1
SEN,Ouest,2166917,Number of children 6-59 months tested using RDT,1612,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2012444001,2012-13,DHS,,825,,,1
SEN,Centre (>2010),4058246,Number of children 6-59 months tested using RDT,1685,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMR,125136060,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMR,SNDHS2012444022,2012-13,DHS,,2093,,,1
SEN,Sud (>2010),5796607,Number of children 6-59 months tested using RDT,1012,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMR,125136060,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMR,SNDHS2012444024,2012-13,DHS,,1793,,,1
SEN,Nord (>2010),7424793,Number of children 6-59 months tested using RDT (unweighted),1260,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNR,125136070,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNR,SNDHS2012444023,2012-13,DHS,1086,,,,1
SEN,Ouest,2166904,Number of children 6-59 months tested using RDT (unweighted),825,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNR,125136070,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNR,SNDHS2012444001,2012-13,DHS,1612,,,,1
SEN,Centre (>2010),2258991,Number of children 6-59 months tested using RDT (unweighted),2093,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNR,125136070,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNR,SNDHS2012444022,2012-13,DHS,1685,,,,1
SEN,Sud (>2010),2309507,Number of children 6-59 months tested using RDT (unweighted),1793,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNR,125136070,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNR,SNDHS2012444024,2012-13,DHS,1012,,,,1
SEN,Nord (>2010),1244879,Malaria prevalence according to microscopy,0.7,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_MSY,125136110,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCMSY,SNDHS2012444023,2012-13,DHS,1089,1265,0,1.8,1
SEN,Ouest,88508,Malaria prevalence according to microscopy,0.6,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_MSY,125136110,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCMSY,SNDHS2012444001,2012-13,DHS,1602,821,0,1.6,1
SEN,Centre (>2010),2177372,Malaria prevalence according to microscopy,2.2,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_MSY,125136110,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCMSY,SNDHS2012444022,2012-13,DHS,1688,2093,1,3.4,1
SEN,Sud (>2010),2306638,Malaria prevalence according to microscopy,9.4,1,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_MSY,125136110,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCMSY,SNDHS2012444024,2012-13,DHS,1028,1847,5.2,13.6,1
SEN,Nord (>2010),7423811,Number of children 6-59 months tested using microscopy,1089,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMM,125136160,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMM,SNDHS2012444023,2012-13,DHS,,1265,,,1
SEN,Ouest,2166906,Number of children 6-59 months tested using microscopy,1602,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMM,125136160,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMM,SNDHS2012444001,2012-13,DHS,,821,,,1
SEN,Centre (>2010),2174905,Number of children 6-59 months tested using microscopy,1688,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMM,125136160,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMM,SNDHS2012444022,2012-13,DHS,,2093,,,1
SEN,Sud (>2010),2166929,Number of children 6-59 months tested using microscopy,1028,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_NMM,125136160,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMM,SNDHS2012444024,2012-13,DHS,,1847,,,1
SEN,Nord (>2010),7423666,Number of children 6-59 months tested using microscopy (unweighted),1265,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNM,125136170,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNM,SNDHS2012444023,2012-13,DHS,1089,,,,1
SEN,Ouest,2166922,Number of children 6-59 months tested using microscopy (unweighted),821,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNM,125136170,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNM,SNDHS2012444001,2012-13,DHS,1602,,,,1
SEN,Centre (>2010),2174910,Number of children 6-59 months tested using microscopy (unweighted),2093,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNM,125136170,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNM,SNDHS2012444022,2012-13,DHS,1688,,,,1
SEN,Sud (>2010),2306654,Number of children 6-59 months tested using microscopy (unweighted),1847,0,SN,Senegal,2012,SN2012DHS,ML_PMAL_C_UNM,125136170,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNM,SNDHS2012444024,2012-13,DHS,1028,,,,1
SEN,Nord (>2010),157400,Malaria prevalence according to RDT,0.1,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_RDT,125136010,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCRDT,SNDHS2014444023,2014,DHS,1122,1391,0,0.3,1
SEN,Ouest,5357993,Malaria prevalence according to RDT,0,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2014444001,2014,DHS,1702,750,0,0,1
SEN,Centre (>2010),5466538,Malaria prevalence according to RDT,0.4,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_RDT,125136010,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCRDT,SNDHS2014444022,2014,DHS,1670,2149,0.1,0.8,1
SEN,Sud (>2010),38692,Malaria prevalence according to RDT,5.4,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_RDT,125136010,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCRDT,SNDHS2014444024,2014,DHS,957,1916,2.1,8.7,1
SEN,Nord (>2010),6678911,Number of children 6-59 months tested using RDT,1122,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMR,125136060,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMR,SNDHS2014444023,2014,DHS,,1391,,,1
SEN,Ouest,5385236,Number of children 6-59 months tested using RDT,1702,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2014444001,2014,DHS,,750,,,1
SEN,Centre (>2010),5489172,Number of children 6-59 months tested using RDT,1670,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMR,125136060,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMR,SNDHS2014444022,2014,DHS,,2149,,,1
SEN,Sud (>2010),2174974,Number of children 6-59 months tested using RDT,957,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMR,125136060,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMR,SNDHS2014444024,2014,DHS,,1916,,,1
SEN,Nord (>2010),2252559,Number of children 6-59 months tested using RDT (unweighted),1391,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNR,125136070,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNR,SNDHS2014444023,2014,DHS,1122,,,,1
SEN,Ouest,2522910,Number of children 6-59 months tested using RDT (unweighted),750,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNR,125136070,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNR,SNDHS2014444001,2014,DHS,1702,,,,1
SEN,Centre (>2010),2781383,Number of children 6-59 months tested using RDT (unweighted),2149,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNR,125136070,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNR,SNDHS2014444022,2014,DHS,1670,,,,1
SEN,Sud (>2010),3440385,Number of children 6-59 months tested using RDT (unweighted),1916,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNR,125136070,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNR,SNDHS2014444024,2014,DHS,957,,,,1
SEN,Nord (>2010),2417002,Malaria prevalence according to microscopy,0.1,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_MSY,125136110,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCMSY,SNDHS2014444023,2014,DHS,1122,1391,0,0.2,1
SEN,Ouest,1177485,Malaria prevalence according to microscopy,0.2,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_MSY,125136110,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCMSY,SNDHS2014444001,2014,DHS,1702,751,0,0.6,1
SEN,Centre (>2010),7043995,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_MSY,125136110,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCMSY,SNDHS2014444022,2014,DHS,1670,2149,0,0.6,1
SEN,Sud (>2010),1289842,Malaria prevalence according to microscopy,5.9,1,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_MSY,125136110,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCMSY,SNDHS2014444024,2014,DHS,956,1916,2.4,9.4,1
SEN,Nord (>2010),2166992,Number of children 6-59 months tested using microscopy,1122,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMM,125136160,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMM,SNDHS2014444023,2014,DHS,,1391,,,1
SEN,Ouest,4562976,Number of children 6-59 months tested using microscopy,1702,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMM,125136160,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMM,SNDHS2014444001,2014,DHS,,751,,,1
SEN,Centre (>2010),7045858,Number of children 6-59 months tested using microscopy,1670,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMM,125136160,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMM,SNDHS2014444022,2014,DHS,,2149,,,1
SEN,Sud (>2010),2174990,Number of children 6-59 months tested using microscopy,956,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_NMM,125136160,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMM,SNDHS2014444024,2014,DHS,,1916,,,1
SEN,Nord (>2010),2450164,Number of children 6-59 months tested using microscopy (unweighted),1391,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNM,SNDHS2014444023,2014,DHS,1122,,,,1
SEN,Ouest,3584883,Number of children 6-59 months tested using microscopy (unweighted),751,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNM,SNDHS2014444001,2014,DHS,1702,,,,1
SEN,Centre (>2010),2541401,Number of children 6-59 months tested using microscopy (unweighted),2149,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNM,SNDHS2014444022,2014,DHS,1670,,,,1
SEN,Sud (>2010),3689914,Number of children 6-59 months tested using microscopy (unweighted),1916,0,SN,Senegal,2014,SN2014DHS,ML_PMAL_C_UNM,125136170,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNM,SNDHS2014444024,2014,DHS,956,,,,1
SEN,Nord (>2010),122690,Malaria prevalence according to RDT,0.2,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444023,2015,DHS,951,1168,0,0.4,1
SEN,Ouest,82120,Malaria prevalence according to RDT,0,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCRDT,SNDHS2015444001,2015,DHS,1589,824,0,0,1
SEN,Centre (>2010),32934,Malaria prevalence according to RDT,0.6,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444022,2015,DHS,1891,2227,0.2,0.9,1
SEN,Sud (>2010),1304757,Malaria prevalence according to RDT,2.1,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_RDT,125136010,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCRDT,SNDHS2015444024,2015,DHS,1045,1996,1,3.2,1
SEN,Nord (>2010),5241380,Number of children 6-59 months tested using RDT,951,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444023,2015,DHS,,1168,,,1
SEN,Ouest,5864374,Number of children 6-59 months tested using RDT,1589,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMR,SNDHS2015444001,2015,DHS,,824,,,1
SEN,Centre (>2010),6072695,Number of children 6-59 months tested using RDT,1891,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444022,2015,DHS,,2227,,,1
SEN,Sud (>2010),2170253,Number of children 6-59 months tested using RDT,1045,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMR,125136060,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMR,SNDHS2015444024,2015,DHS,,1996,,,1
SEN,Nord (>2010),3591682,Number of children 6-59 months tested using RDT (unweighted),1168,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444023,2015,DHS,951,,,,1
SEN,Ouest,2523646,Number of children 6-59 months tested using RDT (unweighted),824,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444001,1444200,Region,Ouest,0,,0,1,MLPMALCUNR,SNDHS2015444001,2015,DHS,1589,,,,1
SEN,Centre (>2010),2639624,Number of children 6-59 months tested using RDT (unweighted),2227,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444022,2015,DHS,1891,,,,1
SEN,Sud (>2010),3315178,Number of children 6-59 months tested using RDT (unweighted),1996,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNR,125136070,U,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCUNR,SNDHS2015444024,2015,DHS,1045,,,,1
SEN,Nord (>2010),1267473,Malaria prevalence according to microscopy,0.6,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444023,2015,DHS,948,1164,0,1.3,1
SEN,Ouest,82117,Malaria prevalence according to microscopy,0.1,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444001,1444200,Region,Ouest,0,,0,1,MLPMALCMSY,SNDHS2015444001,2015,DHS,1589,824,0,0.2,1
SEN,Centre (>2010),7456545,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444022,2015,DHS,1889,2225,0.1,0.5,1
SEN,Sud (>2010),1186054,Malaria prevalence according to microscopy,0.3,1,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_MSY,125136110,I,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCMSY,SNDHS2015444024,2015,DHS,1043,1992,0,0.7,1
SEN,Nord (>2010),6044645,Number of children 6-59 months tested using microscopy,948,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444023,2015,DHS,,1164,,,1
SEN,Ouest,5081007,Number of children 6-59 months tested using microscopy,1589,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444001,1444200,Region,Ouest,0,,0,1,MLPMALCNMM,SNDHS2015444001,2015,DHS,,824,,,1
SEN,Centre (>2010),6841440,Number of children 6-59 months tested using microscopy,1889,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444022,1444302,Region,Centre (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444022,2015,DHS,,2225,,,1
SEN,Sud (>2010),2170283,Number of children 6-59 months tested using microscopy,1043,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_NMM,125136160,D,444024,1444402,Region,Sud (>2010),0,,0,1,MLPMALCNMM,SNDHS2015444024,2015,DHS,,1992,,,1
SEN,Nord (>2010),3339935,Number of children 6-59 months tested using microscopy (unweighted),1164,0,SN,Senegal,2015,SN2015DHS,ML_PMAL_C_UNM,125136170,U,444023,1444102,Region,Nord (>2010),0,,0,1,MLPMALCUNM,SNDHS2015444023,2015,DHS,948,,,,1
